名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
ラブロ恋路駐車場,ラブロコイジチュウシャジョウ,Laburo Koiji Parking Lot,石川県鳳珠郡能登町恋路3-18,石川県,鳳珠郡能登町,恋路, 3-18,,37.220414,137.143873,,(0768)72-1234,1,1,1,1,1,,,,,2025,,,,,
松岡寺駐車場,ショウコウジチュウシャジョウ,Matsuoka Temple Parking Lot,石川県鳳珠郡能登町松波3-80,石川県,鳳珠郡能登町,松波, 3-80,,37.212779,137.143474,,(0768)72-0048,1,1,1,,1,,,,,767,,,,,
石川県立能登産業技術専門校,イシカワケンリツノトサンギョウギジュツセンモンコウ,Ishikawa Prefectural Noto Industrial and Technical School,石川県鳳珠郡能登町松波3-60-3,石川県,鳳珠郡能登町,松波, 3-60-3,,37.213137,137.142864,,(0768)72-0184,1,1,1,,1,,,,1,333,,,,,
松波城址公園,マツナミジョウシコウエン,Matsunami Castle Site Park,石川県鳳珠郡能登町松波3付近,石川県,鳳珠郡能登町,松波, 3付近,,37.211845,137.141782,,,1,,,,1,,,,,2266,,,,,
松波公民館,マツナミコウミンカン,Matsunami Community Center,石川県鳳珠郡能登町松波13-75-1,石川県,鳳珠郡能登町,松波, 13-75-1,,37.211348,137.144113,,(0768)72-1819,1,1,1,1,1,,,,1,54,,,,,
御坊山（平尻町）,ゴボウヤマ（ヘイジリマチ）,Gobo Mountain (Heijiri Town),石川県鳳珠郡能登町松波12付近,石川県,鳳珠郡能登町,松波, 12付近,,37.210875,137.145484,,,,,,,1,,,,,850,,,,,
松波キッズセンター,マツナミキッズセンター,Matsunami Kids Center,石川県鳳珠郡能登町松波13-50-2,石川県,鳳珠郡能登町,松波, 13-50-2,,37.210899,137.144181,,(0768)72-0269 ,1,1,1,,1,,,,,121,,,,,
光明院,コウミョウイン,Komyo-in Temple,石川県鳳珠郡能登町上23-28,石川県,鳳珠郡能登町,上, 23-28,,37.204967,137.125082,,(0768)72-0290,1,1,,,,,,,,100,,,,,
もちの木団地周辺,モチノキダンチシュウヘン,Mochinoki Housing Complex Area,石川県鳳珠郡能登町布浦ヌ23付近,石川県,鳳珠郡能登町,布浦, ヌ23付近,,37.21079,137.151748,,,,,,,1,,,,,650,,,,,
赤崎コミュニティセンター周辺,アカサキコミュニティセンターシュウヘン,Akasaki Community Center Area,石川県鳳珠郡能登町布浦ニ36-1,石川県,鳳珠郡能登町,布浦, ニ36-1,,37.211059,137.154854,,,1,1,1,1,1,,,,,274,,,,,
能登自動車学校横交差点,ノトジドウシャガッコウヨココウサテン,Noto Driving School Side Intersection,石川県鳳珠郡能登町布浦タ付近,石川県,鳳珠郡能登町,布浦, タ付近,,37.205323,137.15005,,,,,,,1,,,,,762,,,,,
松波小学校,マツナミショウガッコウ,Matsunami Elementary School,石川県鳳珠郡能登町松波15-80,石川県,鳳珠郡能登町,松波, 15-80,,37.205868,137.144113,,(0768)72-0051,1,1,1,1,1,,,,1,2835,,,,,
松波中学校,マツナミチュウガッコウ,Matsunami Junior High School,石川県鳳珠郡能登町松波16-26,石川県,鳳珠郡能登町,松波, 16-26,,37.20498,137.144277,,(0768)72-0004,1,1,1,1,1,,,,1,3456,,,,,
比那神社周辺,ビナジンジャシュウヘン,Bina Shrine Surroundings,石川県鳳珠郡能登町布浦ム付近,石川県,鳳珠郡能登町,布浦, ム付近,,37.204587,137.153213,,,1,1,1,,1,,,,,540,,,,,
白山神社周辺高台,ハクサンジンジャシュウヘンタカダイ,Hakusan Shrine Hill Area,石川県鳳珠郡能登町布浦オ付近,石川県,鳳珠郡能登町,布浦, オ付近,,37.203675,137.145434,,,1,1,1,,1,,,,,249,,,,,
内浦体育館,ウチウラタイイクカン,Uchiura Sports Hall,石川県鳳珠郡能登町布浦拓20-1,石川県,鳳珠郡能登町,布浦, 拓20-1,,37.203106,137.150383,,(0768)72-0200,,1,1,,,,,,1,1482,,,,,
火葬場跡地周辺,カソウバアトチシュウヘン,Former Crematorium Site Surroundings,石川県鳳珠郡能登町九里川尻付近,石川県,鳳珠郡能登町,九里川尻, 付近,,37.200376,137.145181,,,,,,,1,,,,,694,,,,,
秋吉公民館,アキヨシコウミンカン,Akiyoshi Community Center,石川県鳳珠郡能登町秋吉7-57,石川県,鳳珠郡能登町,秋吉, 7-57,,37.195881,137.141968,,(0768)72-0006,1,1,1,,1,,,,1,1178,,,,,
立壁・四方山台地,タテカベ・ヨモヤマダイチ,Tatekabe Yomo Mountain Plateau,石川県鳳珠郡能登町立壁1付近,石川県,鳳珠郡能登町,立壁, 1付近,,37.202163,137.155381,,,,,,,1,,,,,895,,,,,
遍照寺周辺,ヘンショウジシュウヘン,Hensho-ji Temple Area,石川県鳳珠郡能登町白丸5-72,石川県,鳳珠郡能登町,白丸, 5-72,,37.195098,137.153984,,(0768)72-1841,1,1,1,,1,,,,,1004,,,,,
菅原神社周辺,スガワラジンジャシュウヘン,Sugawara Shrine Surroundings,石川県鳳珠郡能登町白丸9付近,石川県,鳳珠郡能登町,白丸, 9付近,,37.194461,137.152733,,(0768)72-0806,1,1,1,,1,,,,,360,,,,,
白丸コミュニティ施設周辺,シロマルコミュニティシセツシュウヘン,Shiromaru Community Facility Area,石川県鳳珠郡能登町白丸2-17,石川県,鳳珠郡能登町,白丸, 2-17,,37.193636,137.154907,,(0768)72-0279,1,1,1,1,1,,,,1,1260,,,,,
内浦長尾台地,ウチウラナゴダイチ,Uchiura Nagao Plateau,石川県鳳珠郡能登町内浦長尾7付近,石川県,鳳珠郡能登町,内浦長尾, 7付近,,37.1917,137.151975,,,,,,,1,,,,,852,,,,,
五色ヶ浜周辺高台,ゴシキガハマシュウヘンタカダイ,Goshikigahama Surrounding Heights,石川県鳳珠郡能登町新保6-19,石川県,鳳珠郡能登町,新保, 6-19,,37.185682,137.150029,,,,,,,1,,,,,757,,,,,
新保大山周辺,シンボオオヤマシュウヘン,Shinbo Ooyama Surroundings,石川県鳳珠郡能登町新保０付近,石川県,鳳珠郡能登町,新保, ０付近,,37.18519,137.14343,,,,,,,1,,,,,557,,,,,
弥勒院,ミロクイン,Miroku-in Temple,石川県鳳珠郡能登町宮犬16-33甲,石川県,鳳珠郡能登町,宮犬, 16-33甲,,37.202047,137.133411,,(0768)72-0710,1,1,,,,,,,,85,,,,,
不動寺公民館,フドウジコウミンカン,Fudoji Community Center,石川県鳳珠郡能登町不動寺8-200-1,石川県,鳳珠郡能登町,不動寺, 8-200-1,,37.201575,137.123577,,(0768)72-0059,1,,,,,,,,1,108,,,,,
越坂、越坂口バス停周辺,オッサカ、オッサカグチバステイシュウヘン,"Ossaka, Ossaka-guchi Bus Stop Area",石川県鳳珠郡能登町新保6付近,石川県,鳳珠郡能登町,新保, 6付近,,37.183776,137.141927,,,,,,,1,,,,,1476,,,,,
新保集会所周辺,シンボシュウカイジョシュウヘン,Shinbo Meeting Hall Area,石川県鳳珠郡能登町新保1付近,石川県,鳳珠郡能登町,新保, 1付近,,37.183596,137.145207,,,1,1,1,,1,,,,,335,,,,,
吹上登り口周辺,フキアゲノボリグチシュウヘン,Fukiage Entrance Area,石川県鳳珠郡能登町新保12付近,石川県,鳳珠郡能登町,新保, 12付近,,37.18447923,137.1454366,,,,,,,1,,,,,746,,,,,
能登勤労者プラザ,ノトキンロウシャプラザ,Noto Workers Plaza,石川県鳳珠郡能登町越坂11-51,石川県,鳳珠郡能登町,越坂, 11-51,,37.184622,137.140444,,(0768)74-0051,1,1,1,1,1,,,,1,441,,,,,
小木浄化センター周辺,オギジョウカセンターシュウヘン,Ogi Purification Center Area,石川県鳳珠郡能登町小木10-5-1,石川県,鳳珠郡能登町,小木, 10-5-1,,37.182391,137.132767,,,,,,,1,,,,,1514,,,,,
高瀬台地,タカセダイチ,Takase Plateau,石川県鳳珠郡能登町小木1付近,石川県,鳳珠郡能登町,小木, 1付近,,37.181232,137.132491,,,,,,,1,,,,,3066,,,,,
日和山公園,ヒヨリヤマコウエン,Hiyoriyama Park,石川県鳳珠郡能登町小木19-7付近,石川県,鳳珠郡能登町,小木, 19-7付近,,37.180621,137.140446,,,,,,,1,,,,,412,,,,,
小木中学校,オギチュウガッコウ,Ogi Junior High School,石川県鳳珠郡能登町小木1-1-1,石川県,鳳珠郡能登町,小木, 1-1-1,,37.181372,137.132386,,(0768)74-0064,1,1,1,1,1,,,,1,941,,,,,
小木姫トンネル交差点,オギヒメトンネルコウサテン,Ogi-hime Tunnel Intersection,石川県鳳珠郡能登町小木4周辺,石川県,鳳珠郡能登町,小木, 4周辺,,37.180954,137.130667,,,,,,,1,,,,,1926,,,,,
小木地域交流センター,オギチイキコウリュウセンター,Ogi Community Exchange Center,石川県鳳珠郡能登町小木15-30-1,石川県,鳳珠郡能登町,小木, 15-30-1,,37.180272,137.132666,,(0768)74-0194,1,,1,1,1,,,,1,327,,,,,
小木小学校,オギショウガッコウ,Ogi Elementary School,石川県鳳珠郡能登町小木4-16,石川県,鳳珠郡能登町,小木, 4-16,,37.175739,137.132583,,(0768)74-0040,1,1,1,1,1,,,,1,433,,,,,
犬山灯台周辺,イヌヤマトウダイシュウヘン,Inuyama Lighthouse Surroundings,石川県鳳珠郡能登町小木13付近,石川県,鳳珠郡能登町,小木, 13付近,,37.175262,137.135378,,,,,,,1,,,,,329,,,,,
法融寺周辺,ホウユウジシュウヘン,Houyu-ji Temple Area,石川県鳳珠郡能登町小木10-100,石川県,鳳珠郡能登町,小木, 10-100,,37.175388,137.134276,,(0768)74-0035,1,1,1,,1,,,,,288,,,,,
石川県漁協協同組合小木漁協無線局周辺,イシカワケンギョギョウキョウドウクミアイオギギョキョウムセンキョクシュウヘン,Ishikawa Prefectural Fisheries Cooperative Association Ogi Fisheries Cooperative Radio Station Area,石川県鳳珠郡能登町小木8-48,石川県,鳳珠郡能登町,小木, 8-48,,37.174817,137.132724,,,1,1,1,,1,,,,,3256,,,,,
姫上野台地,ヒメウワノダイチ,Hime Uwano Plateau,石川県鳳珠郡能登町姫2付近,石川県,鳳珠郡能登町,姫, 2付近,,37.175327,137.124586,,,,,,,1,,,,,3669,,,,,
姫交流センター,ヒメコウリュウセンター,Hime Community Exchange Center,石川県鳳珠郡能登町姫10-250,石川県,鳳珠郡能登町,姫, 10-250,,37.174717,137.124586,,,1,1,,,,,,,1,366,,,,,
高倉公民館,タカクラコウミンカン,Takakura Community Center,石川県鳳珠郡能登町姫12-36,石川県,鳳珠郡能登町,姫, 12-36,,37.180807,137.123072,,(0768)62-0625,1,1,,,,,,,1,235,,,,,
旧真脇小学校,キュウマワキショウガッコウ,Former Mawaki Elementary School,石川県鳳珠郡能登町真脇33-25,石川県,鳳珠郡能登町,真脇, 33-25,,37.182325,137.121834,,(0768)62-8537,1,,1,1,1,,,,1,2071,,,,,
真脇集会所周辺,マワキシュウカイジョシュウヘン,Mawaki Meeting Hall Area,石川県鳳珠郡能登町真脇43-24,石川県,鳳珠郡能登町,真脇, 43-24,,37.181353,137.12134,,,1,,1,,1,,,,,1127,,,,,
旧鉄道小浦駅周辺,キュウテツドウオウラエキシュウヘン,Former Oura Railway Station Area,石川県鳳珠郡能登町小浦7-30,石川県,鳳珠郡能登町,小浦, 7-30,,37.18066,137.113364,,,,,,,1,,,,,178,,,,,
小浦崎山,オウラサキヤマ,Ourasaki Mountain,石川県鳳珠郡能登町小浦12付近,石川県,鳳珠郡能登町,小浦, 12付近,,37.180758,137.11045,,,,,,,1,,,,,295,,,,,
旧鉄道羽根駅周辺,キュウテツドウハネエキシュウヘン,Former Hane Railway Station Area,石川県鳳珠郡能登町羽根8付近,石川県,鳳珠郡能登町,羽根, 8付近,,37.180686,137.102761,,,,,,,1,,,,,724,,,,,
遠島山公園,トウシマヤマコウエン,Tosima Mountain Park,石川県鳳珠郡能登町宇出津イ112付近,石川県,鳳珠郡能登町,宇出津, イ112付近,,37.180125,137.093817,,(0768)62-8532,,,,,1,,,,,1019,,,,,
老人憩いの家たなぎ荘,ロウジンイコイノイエタナギソウ,Tanagi Retreat for the Elderly,石川県鳳珠郡能登町宇出津ウ10-1,石川県,鳳珠郡能登町,宇出津, ウ10-1,,37.181146,137.093909,,(0768)62-3562,1,1,1,,1,,,,1,246,,,,,
しらさぎ保育所,シラサギホイクショ,Shirasagi Nursery School,石川県鳳珠郡能登町宇出津二22,石川県,鳳珠郡能登町,宇出津, 二22,,37.183295,137.091032,,(0768)62-0304,,,1,,1,,,,1,463,,,,,
万寿山公園,マンジュヤマコウエン,Manju-yama Park,石川県鳳珠郡能登町宇出津へ108付近,石川県,鳳珠郡能登町,宇出津, へ108付近,,37.183473,137.090218,,,,,,,1,,,,,416,,,,,
こどもみらいセンター,コドモミライセンター,Kodomo Mirai Center,石川県鳳珠郡能登町宇出津タ46-1,石川県,鳳珠郡能登町,宇出津, タ46-1,,37.183163,137.085502,,(0768)62-1503,,1,1,1,,,,,1,517,,,,,
公立宇出津総合病院,コウリツウシツソウゴウビョウイン,Ushitsu Public General Hospital,石川県鳳珠郡能登町宇出津タ97,石川県,鳳珠郡能登町,宇出津, タ97,,37.183152,137.08508,,(0768)62-1311,,1,1,1,1,,,,,1500,,,,,
錦町周辺,ニシキマチシュウヘン,Nishiki Town Surroundings,石川県鳳珠郡能登町宇出津イ5付近,石川県,鳳珠郡能登町,宇出津, イ5付近,,37.182831,137.082477,,,,,,,1,,,,,1049,,,,,
宇出津港いやさか広場,ウシツコウイヤサカヒロバ,Ushitsu Port Iyasaka Square,石川県鳳珠郡能登町宇出津新1-197-1,石川県,鳳珠郡能登町,宇出津新, 1-197-1,,37.182291,137.090189,,,,1,,,,,,,,967,,,,,
コンセールのと,コンセールノト,Concert Noto,石川県鳳珠郡能登町宇出津ト29-2,石川県,鳳珠郡能登町,宇出津, ト29-2,,37.183642,137.085358,,(0768)62-3458,,1,,1,,,,,1,120,,,,,
宇出津小学校,ウシツショウガッコウ,Ushitsu Elementary School,石川県鳳珠郡能登町宇出津ム1,石川県,鳳珠郡能登町,宇出津, ム1,,37.182354,137.084737,,(0768)62-0037,1,1,1,1,1,,,,1,3159,,,,,
能都体育館,ノトタイイクカン,Noto Gymnasium,石川県鳳珠郡能登町崎山1-1,石川県,鳳珠郡能登町,崎山, 1-1,,37.181077,137.085378,,(0768)62-3567,1,1,1,1,1,,,,1,749,,,,,
ひばり保育所（仮設園舎）,ヒバリホイクショ（カセツエンシャ）,Hibari Nursery School (Temporary Building),石川県鳳珠郡能登町崎山4-1,石川県,鳳珠郡能登町,崎山, 4-1,,37.180981,137.085772,,(0768)62-1502,1,1,1,,1,,,,1,196,,,,,
崎山台地,サキヤマダイチ,Sakayama Plateau,石川県鳳珠郡能登町崎山4,石川県,鳳珠郡能登町,崎山,4,,37.18023,137.090187,,,,,,,1,,,,,2546,,,,,
崎山山村開発センター,サキヤマサンソンカイハツセンター,Sakiyama Mountain Village Development Center,石川県鳳珠郡能登町崎山1-1,石川県,鳳珠郡能登町,崎山, 1-1,,37.181077,137.085378,,(0768)62-3567,1,1,1,,1,,,,1,323,,,,,
能都中学校,ノトチュウガッコウ,Noto Junior High School,石川県鳳珠郡能登町藤波14-35,石川県,鳳珠郡能登町,藤波, 14-35,,37.180874,137.083935,,(0768)62-0163,1,1,1,1,1,,,,1,1197,,,,,
石川県立能登高等学校,イシカワケンリツノトコウトウガッコウ,Ishikawa Prefectural Noto High School,石川県鳳珠郡能登町宇出津マ106-7,石川県,鳳珠郡能登町,宇出津, マ106-7,,37.175672,137.09021,,(0768)62-0544,1,1,1,1,,,,,1,824,,,,,
農免道路（藤波～鵜川）,ノウメンドウロ（フジナミ～ウカワ）,Nomen Road (From Fujinami to Ukawa),石川県鳳珠郡能登町藤波～鵜川,石川県,鳳珠郡能登町,藤波～鵜川, ,,37.180377,137.083369,,,,,,,1,,,,,24018,,,,,
藤波台運動公園,フジナミダイウンドウコウエン,Fujinami-dai Sports Park,石川県鳳珠郡能登町藤波23-1-1,石川県,鳳珠郡能登町,藤波, 23-1-1,,37.174168,137.075999,,(0768)62-3884,1,1,1,1,1,,,,1,4643,,,,,
三波公民館,サンナミコウミンカン,Sannami Community Center,石川県鳳珠郡能登町波並3-113,石川県,鳳珠郡能登町,波並, 3-113,,37.172114,137.070132,,(0768)62-0807,1,,1,1,,,,,1,59,,,,,
旧三波小学校,キュウサンナミショウガッコウ,Former Sannami Elementary School,石川県鳳珠郡能登町波並21-2-1,石川県,鳳珠郡能登町,波並, 21-2-1,,37.170882,137.06437,,,1,,1,,1,,,,,389,,,,,
新開農地周辺,シンカイノウチシュウヘン,Shinkai Agricultural Land Area,石川県鳳珠郡能登町矢波4周辺,石川県,鳳珠郡能登町,矢波, 4周辺,,37.162792,137.054239,,,,,,,1,,,,,1085,,,,,
能都七見健康福祉の郷なごみ,ノトシチミケンコウフクシノサトナゴミ,Noto Shichimi Health and Welfare Village Nagomi,石川県鳳珠郡能登町七見ツ100,石川県,鳳珠郡能登町,七見, ツ100,,37.160001,137.053647,,(0768)67-8200,1,1,1,1,1,,,,1,50,,,,,
旧鵜川小学校跡,キュウウカワショウガッコウアト,Former Ukawa Elementary School Site,石川県鳳珠郡能登町鵜川29-1,石川県,鳳珠郡能登町,鵜川, 29-1,,37.152301,137.051976,,(0768)62-8537,1,1,1,,1,,,,,2978,,,,,
鵜川小学校,ウカワショウガッコウ,Ukawa Elementary School,石川県鳳珠郡能登町鵜川25-28,石川県,鳳珠郡能登町,鵜川, 25-28,,37.152479,137.04585,,(0768)67-1122,1,,1,1,1,,,,1,620,,,,,
鵜川保育所,ウカワホイクショ,Ukawa Nursery School,石川県鳳珠郡能登町鵜川20-24,石川県,鳳珠郡能登町,鵜川, 20-24,,37.151214,137.050712,,(0768)67-1623,,1,1,1,1,,,,1,248,,,,,
浄覚寺周辺,ジョウカクジシュウヘン,Jokaku Temple Surroundings,石川県鳳珠郡能登町鵜川17-35周辺,石川県,鳳珠郡能登町,鵜川, 17-35周辺,,37.15127,137.045797,,(0768)67-1510,1,1,1,,1,,,,,400,,,,,
鵜川公民館,ウカワコウミンカン,Ukawa Community Center,石川県鳳珠郡能登町鵜川18-128,石川県,鳳珠郡能登町,鵜川, 18-128,,37.151212,137.050706,,(0768)67-1919,1,1,1,,,,,,1,443,,,,,
神野公民館,カンノコウミンカン,Kanno Community Center,石川県鳳珠郡能登町鶴町11-13-1,石川県,鳳珠郡能登町,鶴町, 11-13-1,,37.18575,137.050161,,(0768)62-0898,1,1,,,,,,,1,402,,,,,
旧瑞穂小中学校跡,キュウミズホショウチュウガッコウアト,Former Mizuho Elementary and Junior High School Site,石川県鳳珠郡能登町瑞穂10-120,石川県,鳳珠郡能登町,瑞穂, 10-120,,37.165322,137.022664,,(0768)62-8537,,1,,,,,,,,461,,,,,
瑞穂公民館,ミズホコウミンカン,Mizuho Community Center,石川県鳳珠郡能登町瑞穂10-166,石川県,鳳珠郡能登町,瑞穂, 10-166,,37.164954,137.022672,,(0768)67-2941,,1,,,,,,,1,362,,,,,
洞雲寺,トウウンジ,Doun Temple,石川県鳳珠郡能登町瑞穂14-29,石川県,鳳珠郡能登町,瑞穂, 14-29,,37.165137,137.03078,,(0768)67-1456,1,1,,,,,,,,92,,,,,
最安寺,サイアンジ,Saian Temple,石川県鳳珠郡能登町瑞穂5-91,石川県,鳳珠郡能登町,瑞穂, 5-91,,37.170756,137.023469,,(0768)67-1957,1,1,,,,,,,,150,,,,,
長龍寺,チョウリュウジ,Chouryu Temple,石川県鳳珠郡能登町山田11-51,石川県,鳳珠郡能登町,山田, 11-51,,37.180512,137.014322,,(0768)67-2568,1,,,,,,,,,35,,,,,
上長尾集会所,カミナガオシュウカイジョ,Kaminagao Meeting Hall,石川県鳳珠郡能登町上長尾ル2,石川県,鳳珠郡能登町,上長尾, ル2,,37.233761,137.0636,,,1,,,,,,,,,53,,,,,
小間生公民館,オモウコウミンカン,Omou Community Center,石川県鳳珠郡能登町小間生梅89-1,石川県,鳳珠郡能登町,小間生, 梅89-1,,37.225315,137.065437,,(0768)76-0275,,1,,1,,,,,1,61,,,,,
鈴ヶ嶺集会所,スズガミネシュウカイジョ,Suzugamine Meeting Hall,石川県鳳珠郡能登町鈴ヶ嶺へ29,石川県,鳳珠郡能登町,鈴ヶ嶺, へ29,,37.223232,137.06392,,,1,,,,,,,,,54,,,,,
鴨川集会所,カモガワシュウカイジョ,Kamogawa Meeting Hall,石川県鳳珠郡能登町鴨川ワ20-1,石川県,鳳珠郡能登町,鴨川, ワ20-1,,37.225618,137.061362,,,1,1,,1,,,,,,55,,,,,
国光集会所,クニミツシュウカイジョ,Kunimitsu Meeting Hall,石川県鳳珠郡能登町国光ル65-1,石川県,鳳珠郡能登町,国光, ル65-1,,37.223165,137.060616,,,1,1,,1,,,,,,58,,,,,
石井集会所,イシイシュウカイジョ,Ishii Meeting Hall,石川県鳳珠郡能登町石井リ3,石川県,鳳珠郡能登町,石井, リ3,,37.221111,137.060057,,,1,1,,1,,,,,,66,,,,,
笹川集会所,ササガワシュウカイジョ,Sasagawa Meeting Hall,石川県鳳珠郡能登町笹川井20,石川県,鳳珠郡能登町,笹川, 井20,,37.214871,137.060651,,,1,,,1,,,,,,67,,,,,
柳田小学校,ヤナギダショウガッコウ,Yanagida Elementary School,石川県鳳珠郡能登町柳田礼2-1,石川県,鳳珠郡能登町,柳田, 礼2-1,,37.215957,137.054645,,(0768)76-0015,,1,,1,,,,,1,663,,,,,
柳田保育所,ヤナギダホイクショ,Yanagida Nursery School,石川県鳳珠郡能登町柳田ロ245-1,石川県,鳳珠郡能登町,柳田, ロ245-1,,37.222423,137.051488,,(0768)76-0154,1,,,1,,,,,1,379,,,,,
重年集会所,シゲトシシュウカイジョ,Shigetoshi Meeting Hall,石川県鳳珠郡能登町柳田3-26-1,石川県,鳳珠郡能登町,柳田, 3-26-1,,37.222921,137.043617,,,1,1,,1,,,,,,55,,,,,
五十里集会所,イカリシュウカイジョ,Ikari Meeting Hall,石川県鳳珠郡能登町五十里ウ77,石川県,鳳珠郡能登町,五十里, ウ77,,37.222671,137.031402,,,,,,1,,,,,,84,,,,,
柳田中学校,ヤナギダチュウガッコウ,Yanagida Junior High School,石川県鳳珠郡能登町柳田礼3,石川県,鳳珠郡能登町,柳田, 礼3,,37.215679,137.053459,,(0768)76-1215,1,,,1,,,,,1,698,,,,,
柳田体育館,ヤナギダタイイクカン,Yanagida Gymnasium,石川県鳳珠郡能登町柳田梅55,石川県,鳳珠郡能登町,柳田, 梅55,,37.220715,137.053283,,(0768)76-1559,,1,,,,,,,1,458,,,,,
柳田公民館,ヤナギダコウミンカン,Yanagida Community Center,石川県鳳珠郡能登町柳田仁54,石川県,鳳珠郡能登町,柳田, 仁54,,37.220957,137.054513,,(0768)76-0313,,1,,1,,,,,1,624,,,,,
上町公民館,カンマチコウミンカン,Kanmachi Community Center,石川県鳳珠郡能登町上町8-505,石川県,鳳珠郡能登町,上町, 8-505,,37.210179,137.063161,,(0768)76-0249,1,1,,1,,,,,1,657,,,,,
旧上町保育所グラウンド,キュウカンマチホイクショグラウンド,Former Kanmachi Nursery School Ground,石川県鳳珠郡能登町天坂い65,石川県,鳳珠郡能登町,天坂, い65,,37.211247,137.061981,,,,1,,1,,,,,,234,,,,,
上町公民館合鹿分館,カンマチコウミンカンゴウロクブンカン,Kanmachi Community Center Gouroku Branch,石川県鳳珠郡能登町合鹿28-65,石川県,鳳珠郡能登町,合鹿, 28-65,,37.204478,137.081399,,,1,,,,,,,,1,100,,,,,
岩井戸公民館,イワイドコウミンカン,Iwaido Community Center,石川県鳳珠郡能登町黒川26-11,石川県,鳳珠郡能登町,黒川, 26-11,,37.215354,137.02222,,(0768)76-0226,1,1,,,,,,,1,390,,,,,
長福寺跡,チョウフクジアト,Choufukuji Temple Ruins,石川県鳳珠郡能登町柳田ユ23,石川県,鳳珠郡能登町,柳田, ユ23,,37.221916,137.033735,,,1,,,,,,,,,143,,,,,
本両寺,ホンリョウジ,Honryouji Temple,石川県鳳珠郡能登町小間生ル14,石川県,鳳珠郡能登町,小間生, ル14,,37.224792,137.065428,,(0768)76-0269,1,1,,,,,,,,144,,,,,
願成寺,ガンジョウジ,Ganjouji Temple,石川県鳳珠郡能登町上長尾ト42,石川県,鳳珠郡能登町,上長尾, ト42,,37.233816,137.062961,,(0768)76-0273,1,,,,,,,,,75,,,,,
能登町多目的交流センター,ノトチョウタモクテキコウリュウセンター,Noto Town Multipurpose Community Center,石川県鳳珠郡能登町藤ノ瀬二29-1,石川県,鳳珠郡能登町,藤ノ瀬, 二29-1,,37.193622,137.065955,,(0768)62-4600,1,1,,,,,,,,356,,,,,
能登町ハーモニーセンター,ノトチョウハーモニーセンター,Noto Town Harmony Center,石川県鳳珠郡能登町宇出津ウ13-2,石川県,鳳珠郡能登町,宇出津, ウ13-2,,37.180802,137.094158,,,1,,,,,,,,,434,,,,,
本木地区集会所,ホンキチクシュウカイジョ,Honki District Meeting Hall,石川県鳳珠郡能登町本木28-33-３,石川県,鳳珠郡能登町,本木, 28-33-３,,37.164754,137.010833,,,1,,,,,,,,,37,,,,,
矢波地区集会所,ヤナミチクシュウカイジョ,Yanami District Meeting Hall,石川県鳳珠郡能登町矢波25-32-４,石川県,鳳珠郡能登町,矢波, 25-32-４,,37.163366,137.054767,,,1,1,1,,,,,,,85,,,,,
藤ノ瀬地区集会所,フジノセチクシュウカイジョ,Fujinose District Meeting Hall,石川県鳳珠郡能登町藤ノ瀬３-110-７,石川県,鳳珠郡能登町,藤ノ瀬, ３-110-７,,37.193397,137.061732,,,1,1,,,,,,,,87,,,,,
城野町地区集会所,シロノマチチクシュウカイジョ,Shironomachi District Meeting Hall,石川県鳳珠郡能登町宇出津山分５-26,石川県,鳳珠郡能登町,宇出津山分, ５-26,,37.18262,137.092413,,,1,1,1,,1,,,,,50,,,,,
七見地区集会所,シチミチクシュウカイジョ,Shichimi District Meeting Hall,石川県鳳珠郡能登町七見７-７,石川県,鳳珠郡能登町,七見, ７-７,,37.154562,137.052274,,,1,,1,,,,,,,76,,,,,
柿生地区集会所,カキオチクシュウカイジョ,Kakio District Meeting Hall,石川県鳳珠郡能登町柿生地４-12-１,石川県,鳳珠郡能登町,柿生, 地４-12-１,,37.160985,137.032809,,,,1,,,,,,,,94,,,,,
間島集会所,マシマシュウカイジョ,Masima Meeting Hall,石川県鳳珠郡能登町藤波27-115-１,石川県,鳳珠郡能登町,藤波, 27-115-１,,37.173228,137.074675,,,1,,,,,,,,,21,,,,,
辺田の浜地区集会所,ヘタノハマシュウカイジョ,Hetanohama District Meeting Hall,石川県鳳珠郡能登町藤波ノ66,石川県,鳳珠郡能登町,藤波, ノ66,,37.180203,137.084658,,,1,,1,,,,,,,52,,,,,
宮地生活改善センター,ミヤチセイカツカイゼンセンター,Miyachi Community Improvement Center,石川県鳳珠郡能登町宮地１-17-１,石川県,鳳珠郡能登町,宮地, １-17-１,,37.181571,137.011002,,,1,,,,,,,,,40,,,,,
大平地区集会所,オオデラチクシュウカイジョ,Oodera District Meeting Hall,石川県鳳珠郡能登町宇出津山分25-218,石川県,鳳珠郡能登町,宇出津山分, 25-218,,37.190518,137.083395,,,1,,1,,,,,,,25,,,,,
宇加塚集落センター,ウカヅカシュウラクセンター,Ukaduka Settlement Center,石川県鳳珠郡能登町宇加塚２-82-２,石川県,鳳珠郡能登町,宇加塚, ２-82-２,,37.184088,137.055874,,,1,1,,,,,,,,33,,,,,
