和暦,西暦,月日,分類,事項,出典
昭和二十七年,1952,6月7日,社会・文化,"県が初めて実施する県下戦没者遺児1,295人の靖国神社参拝団が金沢を出発した。うち金沢市の遺児は295人。",金沢の百年　大正・昭和編
昭和二十七年,1952,7月1日,社会・文化,"30日からの豪雨で金沢市、河北郡を中心に県下大水害。浅野川の鈴見橋、小橋若松橋、中ノ橋、犀川の大桑橋、伏見川の窪大橋、金腐川の御所橋の7橋が流失。百坂小学校ががけくずれで校舎の3分の2が倒壊。金沢市内の被害は死者1、重傷2、全壊5戸、床上浸水1,649戸、床下浸水3,355戸、堤防決壊20。",金沢の百年　大正・昭和編
昭和二十七年,1952,7月3日,社会・文化,酒密造で金沢刑務所に収容中の朝鮮人が6月29日変死した事件で、県内在住朝鮮人約150人が刑務所に押しかけ、代表が所長に会見抗議する一方、門前ではとびらの一部をこわしラムネ弾や石を所内に投げ入れ、正門に一時は北鮮旗を立てるなどしてデモを行なったが、警官隊の到着でようやく退散した。（14日金沢市警は首謀者10人を逮捕）,金沢の百年　大正・昭和編
昭和二十七年,1952,7月8日,社会・文化,金沢刑務所における朝鮮人変死事件の真相糾明を要求して、朝鮮人約250人が金沢駅前等に終結、市内をデモ行進して地検前で警官隊と小ぜり合いを演じた。また野町派出所に県下で初めて火炎びんが投げこまれた。,金沢の百年　大正・昭和編
昭和二十七年,1952,7月17日,社会・文化,京都大学川村多実二名誉教授は兼六園内の野鳥保護に関し、「園内からスズメを駆除し、やぶと水浴場、えさ場などを適当に設けてホトトギス科の野鳥を呼ぶようにすべきだ」と知事、県議会議長あてに意見書を出した。,金沢の百年　大正・昭和編
昭和二十七年,1952,7月18日,社会・文化,近畿地方に強震、近畿2府4県と三重県に被害、震源地は三重県の櫛田川流城（吉野地震と命名）。金沢地方も午前10時10分ごろ震度3の地震があり、戸外に飛び出した市民もあった。,金沢の百年　大正・昭和編
昭和二十七年,1952,7月19日,社会・文化,ヘルシンキの第15回国際オリンピック大会開会。日本代表選手に石川県から金沢桜丘高校生徒宮本正美（水泳高飛込み）羽咋高校出身室矢芳隆（陸上中距離）が参加。,金沢の百年　大正・昭和編
昭和二十七年,1952,7月23日,社会・文化,中村町の市営母子寮が完成、開所した。工費360万円、17世帯収容。これで金沢市内の母子寮は市営2、県営3、私営3となった。,金沢の百年　大正・昭和編
昭和二十七年,1952,8月16日,社会・文化,「潜行三千里」の著者辻政信元大佐が、兼六園長谷川邸跡で野外時局講演会を開いた。,金沢の百年　大正・昭和編
昭和二十七年,1952,8月26日,社会・文化,警察予備隊に校舎を明け渡すため、旧野村練兵場内に新校舎を建築中の市立野田中学校の第1期工事が完成した。残存校舎の3年生が新校舎へ移り、市内3中学校に分散授業中の1年生がそのあとにもどってきた。,金沢の百年　大正・昭和編
昭和二十七年,1952,9月4日,社会・文化,北陸学院高等学部の新校舎がアメリカの募金20万ドルで飛梅町に完成した。,金沢の百年　大正・昭和編
昭和二十七年,1952,9月5日,社会・文化,味噌蔵町小学校で給食による集団中毒発生、欠席者91人、発熱者234人（4日の給食児童数は829人）。,金沢の百年　大正・昭和編
昭和二十七年,1952,9月16日,社会・文化,"十一屋町小学校で給食による集団中毒発生、発病生徒385人、職員16人（15日の給食者数は1,190人）",金沢の百年　大正・昭和編
昭和二十七年,1952,10月10日,社会・文化,十一屋町野田中学校新築校舎前に、市が建築中の「子供の家」が完成、開所式がおこなわれた。昼間、両親が勤めに出て留守になる家庭の子どもを預かるもので、敷地200坪は地元の寄付。,金沢の百年　大正・昭和編
昭和二十七年,1952,10月15日,社会・文化,橋場町の北陸銀行橋場町支店前に「金沢郵便発祥之地」の記念碑が建てられた。明治5年4月金沢郵便取扱所がはじめて設けられた場所で、金沢郵便局創始80周年記念事業としての建碑。,金沢の百年　大正・昭和編
昭和二十七年,1952,10月30日,社会・文化,石川新聞が廃刊した。,金沢の百年　大正・昭和編
昭和二十七年,1952,11月1日,社会・文化,市社会福祉協議会は、金沢市に国民健康保険制度実施の可否について市民の世論調査を行なったところ、実施を希望68.4%、希望しない23.5%、わからない8.1%の結果が出た。,金沢の百年　大正・昭和編
昭和二十七年,1952,11月3日,社会・文化,第6回（昭和27年度）金沢市文化賞贈呈式がおこなわれた。〔功労賞〕魚住安太郎（ドラ制作）玉井敬泉（文化財顕揚）上田嘉助（金大工学部教授）三浦孝次（金大薬学部教授）。,金沢の百年　大正・昭和編
昭和二十七年,1952,11月8日,社会・文化,"石川護国神社で、戦後はじめての合祀大会が執行された。合祀5,288柱、仮合祀1万3,000柱。",金沢の百年　大正・昭和編
昭和二十七年,1952,11月16日,社会・文化,"石川県林業会は緑の羽根募金の一部で、吉野桜1,000本を金沢市に寄付した。（市は卯辰山の長峰付近そのほかに植えた）",金沢の百年　大正・昭和編
昭和二十七年,1952,11月28日,社会・文化,北陸文化放送株式会社は社名を北陸放送株式会社と改称した。,金沢の百年　大正・昭和編
昭和二十七年,1952,12月1日,社会・文化,北陸鉄道労組は越年資金、労働協約改訂交渉の不調から、第1波24時間ストを実施した。,金沢の百年　大正・昭和編
昭和二十七年,1952,12月1日,社会・文化,市議会運営委員会は北鉄ストの対策を協議した結果、駅前ー小立野間と駅前ー寺町間に非組合員の手でバスを運転するよう、井村北鉄社長に強硬な申入れをした。,金沢の百年　大正・昭和編
昭和二十七年,1952,12月4日,社会・文化,北陸鉄道労組は3日始発から、第2波48時間ストを実施した。（妥結は8日）,金沢の百年　大正・昭和編
昭和二十七年,1952,12月6日,社会・文化,東長江町通称大滝谷地内で、約2メートルの獣類の骨が発見された。金大理学部早坂教授は人類発生以前の鯨の骨と鑑定した。,金沢の百年　大正・昭和編
昭和二十八年,1953,1月1日,政治・経済,電話架設に、電話債券の引受けが必要になった。金沢の電話債券引受け額は4万円（2級局）。,金沢の百年　大正・昭和編
昭和二十八年,1953,1月13日,政治・経済,市は香林坊橋詰めの虎井印刷店を中心とする一角約60坪（宇都宮書店所有地）に対し、3年前から買収交渉をつづけていたところ、このほど買収成立し、市はこれを県に寄付した。県は、県営事業としてこの土地を道路拡張用地にあてた。,金沢の百年　大正・昭和編
昭和二十八年,1953,2月13日,政治・経済,市は「金沢市国民健康保険実施調査部」を設置、部長に吉田助役（兼任）を発令した。,金沢の百年　大正・昭和編
昭和二十八年,1953,2月20日,政治・経済,"県は本年、金沢市内に県営2階建鉄筋アパート7むねの建設を決定した。1むね10戸、総工費4,300万円（半額国庫負担）。",金沢の百年　大正・昭和編
昭和二十八年,1953,2月25日,政治・経済,県は道路補修特別税を27年度限りで廃止に決定した。,金沢の百年　大正・昭和編
昭和二十八年,1953,2月28日,政治・経済,市議会は、政府が企図する自治体警察廃止案に反対して「警察法改正反対に関する意見書」を全員一致で可決した。,金沢の百年　大正・昭和編
